Station Name,HALIFAX WINDSOR PARK,,,,,,,,,,,,,,,,,,,,,,
Province,NOVA SCOTIA,,,,,,,,,,,,,,,,,,,,,,
Latitude,44.66,,,,,,,,,,,,,,,,,,,,,,
Longitude,-63.61,,,,,,,,,,,,,,,,,,,,,,
Elevation,51,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,8202255,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71327,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,AHW,,,,,,,,,,,,,,,,,,,,,,
All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Legend,,,,,,,,,,,,,,,,,,,,,,,
E,Estimated,,,,,,,,,,,,,,,,,,,,,,
M,Missing,,,,,,,,,,,,,,,,,,,,,,
NA,Not Available,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2016-01-01 0:00,2016,1,1,0:00,1.2,,-0.1,,91,,28,,11,,,,,,,,,,NA
2016-01-01 1:00,2016,1,1,1:00,1.2,,-0.4,,89,,28,,13,,,,,,,,,,NA
2016-01-01 2:00,2016,1,1,2:00,1,,-0.8,,88,,27,,10,,,,,,,,,,NA
2016-01-01 3:00,2016,1,1,3:00,1,,-0.8,,88,,25,,9,,,,,,,,,,NA
2016-01-01 4:00,2016,1,1,4:00,0.8,,-0.4,,92,,23,,11,,,,,,,,,,NA
2016-01-01 5:00,2016,1,1,5:00,0.9,,-0.1,,93,,23,,11,,,,,,,,,,NA
2016-01-01 6:00,2016,1,1,6:00,1.2,,0,,92,,26,,10,,,,,,,,,,NA
2016-01-01 7:00,2016,1,1,7:00,1.1,,-0.2,,92,,27,,9,,,,,,,,,,NA
2016-01-01 8:00,2016,1,1,8:00,-0.3,,-1.1,,94,,29,,8,,,,,,,,-3,,NA
2016-01-01 9:00,2016,1,1,9:00,-0.1,,-1.3,,92,,30,,9,,,,,,,,-3,,NA
2016-01-01 10:00,2016,1,1,10:00,0.3,,-1.4,,89,,26,,5,,,,,,,,,,NA
2016-01-01 11:00,2016,1,1,11:00,0.4,,-1.2,,89,,24,,7,,,,,,,,,,NA
2016-01-01 12:00,2016,1,1,12:00,0.8,,-1.3,,86,,26,,13,,,,,,,,,,NA
2016-01-01 13:00,2016,1,1,13:00,1,,-1.5,,83,,26,,13,,,,,,,,,,NA
2016-01-01 14:00,2016,1,1,14:00,1.1,,-1.9,,80,,26,,16,,,,,,,,,,NA
2016-01-01 15:00,2016,1,1,15:00,1.3,,-2.4,,76,,26,,15,,,,,,,,,,NA
2016-01-01 16:00,2016,1,1,16:00,1,,-3.1,,74,,27,,16,,,,,,,,,,NA
2016-01-01 17:00,2016,1,1,17:00,0.5,,-2.9,,78,,27,,16,,,,,,,,,,NA
2016-01-01 18:00,2016,1,1,18:00,0.1,,-3.4,,77,,26,,13,,,,,,,,,,NA
2016-01-01 19:00,2016,1,1,19:00,-0.1,,-3.4,,78,,26,,12,,,,,,,,-4,,NA
2016-01-01 20:00,2016,1,1,20:00,-0.6,,-3.9,,78,,26,,11,,,,,,,,-4,,NA
2016-01-01 21:00,2016,1,1,21:00,-0.8,,-4,,79,,26,,11,,,,,,,,-5,,NA
2016-01-01 22:00,2016,1,1,22:00,-1.3,,-4.6,,79,,27,,10,,,,,,,,-5,,NA
2016-01-01 23:00,2016,1,1,23:00,-1.9,,-5.2,,79,,27,,6,,,,,,,,-4,,NA
2016-01-02 0:00,2016,1,2,0:00,-3,,-5.6,,82,,28,,1,,,,,,,,-3,,NA
2016-01-02 1:00,2016,1,2,1:00,-2.8,,-5.3,,83,,23,,8,,,,,,,,-6,,NA
2016-01-02 2:00,2016,1,2,2:00,-2.4,,-4.7,,84,,10,,3,,,,,,,,-4,,NA
2016-01-02 3:00,2016,1,2,3:00,-1.6,,-4.1,,83,,23,,8,,,,,,,,-5,,NA
2016-01-02 4:00,2016,1,2,4:00,-1.5,,-3.8,,84,,24,,11,,,,,,,,-5,,NA
2016-01-02 5:00,2016,1,2,5:00,-1.5,,-3.5,,86,,23,,9,,,,,,,,-5,,NA
2016-01-02 6:00,2016,1,2,6:00,-1.1,,-3,,87,,26,,9,,,,,,,,-4,,NA
2016-01-02 7:00,2016,1,2,7:00,-1.3,,-2.5,,92,,24,,9,,,,,,,,-5,,NA
2016-01-02 8:00,2016,1,2,8:00,-1.6,,-2.7,,92,,24,,9,,,,,,,,-5,,NA
2016-01-02 9:00,2016,1,2,9:00,-1.8,,-2.7,,94,,25,,6,,,,,,,,-4,,NA
2016-01-02 10:00,2016,1,2,10:00,-0.5,,-3.9,,78,,27,,10,,,,,,,,-4,,NA
2016-01-02 11:00,2016,1,2,11:00,0.6,,-4.2,,70,,25,,10,,,,,,,,,,NA
2016-01-02 12:00,2016,1,2,12:00,1.5,,-5,,62,,28,,14,,,,,,,,,,NA
2016-01-02 13:00,2016,1,2,13:00,1.2,,-5.5,,61,,29,,15,,,,,,,,,,NA
2016-01-02 14:00,2016,1,2,14:00,1.8,,-6.7,,53,,25,,16,,,,,,,,,,NA
2016-01-02 15:00,2016,1,2,15:00,1.8,,-6.5,,54,,26,,11,,,,,,,,,,NA
2016-01-02 16:00,2016,1,2,16:00,1.5,,-7.1,,53,,26,,15,,,,,,,,,,NA
2016-01-02 17:00,2016,1,2,17:00,0.3,,-7,,58,,25,,11,,,,,,,,,,NA
2016-01-02 18:00,2016,1,2,18:00,-0.3,,-6.8,,61,,24,,9,,,,,,,,-3,,NA
2016-01-02 19:00,2016,1,2,19:00,0.2,,-5.8,,64,,26,,15,,,,,,,,,,NA
2016-01-02 20:00,2016,1,2,20:00,0.1,,-5.4,,66,,26,,17,,,,,,,,,,NA
2016-01-02 21:00,2016,1,2,21:00,-0.6,,-5.5,,70,,25,,13,,,,,,,,-5,,NA
2016-01-02 22:00,2016,1,2,22:00,-1.3,,-5.3,,74,,23,,10,,,,,,,,-5,,NA
2016-01-02 23:00,2016,1,2,23:00,-1.5,,-5.4,,74,,24,,14,,,,,,,,-6,,NA
2016-01-03 0:00,2016,1,3,0:00,-1.1,,-5.5,,72,,23,,11,,,,,,,,-5,,NA
2016-01-03 1:00,2016,1,3,1:00,-0.9,,-5.2,,72,,22,,7,,,,,,,,-3,,NA
2016-01-03 2:00,2016,1,3,2:00,-0.1,,-4.8,,70,,22,,8,,,,,,,,-3,,NA
2016-01-03 3:00,2016,1,3,3:00,0.4,,-4.5,,70,,23,,8,,,,,,,,,,NA
2016-01-03 4:00,2016,1,3,4:00,0.5,,-4.2,,71,,22,,8,,,,,,,,,,NA
2016-01-03 5:00,2016,1,3,5:00,0.7,,-3.6,,73,,23,,9,,,,,,,,,,NA
2016-01-03 6:00,2016,1,3,6:00,0.7,,-3.5,,74,,23,,7,,,,,,,,,,NA
2016-01-03 7:00,2016,1,3,7:00,0.7,,-2.9,,77,,23,,5,,,,,,,,,,NA
2016-01-03 8:00,2016,1,3,8:00,0.6,,-2.4,,81,,14,,3,,,,,,,,,,NA
2016-01-03 9:00,2016,1,3,9:00,1.2,,-1.4,,82,,18,,5,,,,,,,,,,NA
2016-01-03 10:00,2016,1,3,10:00,2.5,,-1.5,,75,,22,,9,,,,,,,,,,NA
2016-01-03 11:00,2016,1,3,11:00,2.9,,-1.6,,72,,22,,10,,,,,,,,,,NA
2016-01-03 12:00,2016,1,3,12:00,3.3,,-1.5,,71,,22,,13,,,,,,,,,,NA
2016-01-03 13:00,2016,1,3,13:00,3.5,,-1.5,,70,,22,,16,,,,,,,,,,NA
2016-01-03 14:00,2016,1,3,14:00,3.4,,-0.7,,75,,22,,8,,,,,,,,,,NA
2016-01-03 15:00,2016,1,3,15:00,2.7,,1.4,,91,,20,,7,,,,,,,,,,NA
2016-01-03 16:00,2016,1,3,16:00,3.3,,1.7,,90,,20,,8,,,,,,,,,,NA
2016-01-03 17:00,2016,1,3,17:00,3.7,,1.7,,87,,21,,12,,,,,,,,,,NA
2016-01-03 18:00,2016,1,3,18:00,3.8,,1.3,,84,,22,,8,,,,,,,,,,NA
2016-01-03 19:00,2016,1,3,19:00,3.3,,0.7,,83,,23,,8,,,,,,,,,,NA
2016-01-03 20:00,2016,1,3,20:00,3.3,,-0.7,,75,,23,,13,,,,,,,,,,NA
2016-01-03 21:00,2016,1,3,21:00,2.7,,-1.1,,76,,23,,13,,,,,,,,,,NA
2016-01-03 22:00,2016,1,3,22:00,2.2,,-1.3,,78,,23,,13,,,,,,,,,,NA
2016-01-03 23:00,2016,1,3,23:00,1.7,,-1.8,,78,,26,,16,,,,,,,,,,NA
2016-01-04 0:00,2016,1,4,0:00,0.8,,-2.1,,81,,26,,13,,,,,,,,,,NA
2016-01-04 1:00,2016,1,4,1:00,0.4,,-1.5,,87,,26,,14,,,,,,,,,,NA
2016-01-04 2:00,2016,1,4,2:00,0,,-2.1,,86,,28,,8,,,,,,,,-3,,NA
2016-01-04 3:00,2016,1,4,3:00,-0.7,,-2.6,,87,,27,,5,,,,,,,,-2,,NA
2016-01-04 4:00,2016,1,4,4:00,-1.6,,-2.7,,92,,29,,2,,,,,,,,-2,,NA
2016-01-04 5:00,2016,1,4,5:00,-1.8,,-2.8,,93,,31,,5,,,,,,,,-4,,NA
2016-01-04 6:00,2016,1,4,6:00,-2.6,,-3.2,,95,,21,,1,,,,,,,,-3,,NA
2016-01-04 7:00,2016,1,4,7:00,-2.1,,-2.8,,95,,29,,3,,,,,,,,-3,,NA
2016-01-04 8:00,2016,1,4,8:00,-1.5,,-2.2,,95,,32,,5,,,,,,,,-3,,NA
2016-01-04 9:00,2016,1,4,9:00,-1.5,,-2.4,,94,,33,,4,,,,,,,,-3,,NA
2016-01-04 10:00,2016,1,4,10:00,-0.6,,-2.3,,89,,32,,6,,,,,,,,-3,,NA
2016-01-04 11:00,2016,1,4,11:00,-0.1,,-3.3,,79,,34,,7,,,,,,,,-3,,NA
2016-01-04 12:00,2016,1,4,12:00,0.4,,-3.2,,77,,33,,11,,,,,,,,,,NA
2016-01-04 13:00,2016,1,4,13:00,0.1,,-3.9,,74,,35,,11,,,,,,,,,,NA
2016-01-04 14:00,2016,1,4,14:00,0.6,,-3.6,,74,,35,,11,,,,,,,,,,NA
2016-01-04 15:00,2016,1,4,15:00,-0.8,,-3.6,,81,,34,,12,,,,,,,,-5,,NA
2016-01-04 16:00,2016,1,4,16:00,-1.4,,-4.7,,79,,35,,13,,,,,,,,-6,,NA
2016-01-04 17:00,2016,1,4,17:00,-2.4,,-5.3,,80,,36,,13,,,,,,,,-7,,NA
2016-01-04 18:00,2016,1,4,18:00,-3.5,,-6.7,,78,,36,,10,,,,,,,,-7,,NA
2016-01-04 19:00,2016,1,4,19:00,-4,,-7.2,,78,,36,,13,,,,,,,,-9,,NA
2016-01-04 20:00,2016,1,4,20:00,-4.3,,-7.9,,76,,36,,13,,,,,,,,-9,,NA
2016-01-04 21:00,2016,1,4,21:00,-4.6,,-8.4,,75,,35,,11,,,,,,,,-9,,NA
2016-01-04 22:00,2016,1,4,22:00,-5.4,,-8.6,,78,,34,,12,,,,,,,,-10,,NA
2016-01-04 23:00,2016,1,4,23:00,-6.5,,-9.8,,78,,35,,13,,,,,,,,-12,,NA
2016-01-05 0:00,2016,1,5,0:00,-7.1,,-10.4,,77,,34,,12,,,,,,,,-12,,NA
2016-01-05 1:00,2016,1,5,1:00,-8.5,,-11.8,,77,,34,,16,,,,,,,,-15,,NA
2016-01-05 2:00,2016,1,5,2:00,-10,,-12.9,,79,,34,,15,,,,,,,,-17,,NA
2016-01-05 3:00,2016,1,5,3:00,-10.5,,-13.3,,80,,34,,17,,,,,,,,-18,,NA
2016-01-05 4:00,2016,1,5,4:00,-10.7,,-13.3,,81,,34,,12,,,,,,,,-17,,NA
2016-01-05 5:00,2016,1,5,5:00,-11.1,,-13.4,,83,,34,,13,,,,,,,,-18,,NA
2016-01-05 6:00,2016,1,5,6:00,-11.4,,-14.1,,80,,33,,14,,,,,,,,-18,,NA
2016-01-05 7:00,2016,1,5,7:00,-11.9,,-14.2,,83,,33,,14,,,,,,,,-19,,NA
2016-01-05 8:00,2016,1,5,8:00,-12.2,,-14.7,,81,,34,,16,,,,,,,,-20,,NA
2016-01-05 9:00,2016,1,5,9:00,-12.4,,-14.8,,82,,34,,13,,,,,,,,-19,,NA
2016-01-05 10:00,2016,1,5,10:00,-11.1,,-14.4,,77,,35,,8,,,,,,,,-16,,NA
2016-01-05 11:00,2016,1,5,11:00,-10,,-13.9,,73,,33,,14,,,,,,,,-16,,NA
2016-01-05 12:00,2016,1,5,12:00,-8.7,,-13.4,,69,,34,,12,,,,,,,,-14,,NA
2016-01-05 13:00,2016,1,5,13:00,-8,,-13.2,,66,,36,,13,,,,,,,,-14,,NA
2016-01-05 14:00,2016,1,5,14:00,-6.6,,-13.3,,59,,34,,11,,,,,,,,-12,,NA
2016-01-05 15:00,2016,1,5,15:00,-6.7,,-14.4,,54,,35,,14,,,,,,,,-12,,NA
2016-01-05 16:00,2016,1,5,16:00,-7.3,,-13.9,,59,,32,,14,,,,,,,,-13,,NA
2016-01-05 17:00,2016,1,5,17:00,,,,,,,,,,,,,,,,,,,
2016-01-05 18:00,2016,1,5,18:00,-8.9,,-14.4,,64,,30,,10,,,,,,,,-14,,NA
2016-01-05 19:00,2016,1,5,19:00,-9.7,,-14,,71,,27,,7,,,,,,,,-14,,NA
2016-01-05 20:00,2016,1,5,20:00,-9.6,,-14.5,,68,,27,,9,,,,,,,,-14,,NA
2016-01-05 21:00,2016,1,5,21:00,-9.5,,-13.6,,72,,26,,13,,,,,,,,-16,,NA
2016-01-05 22:00,2016,1,5,22:00,-9.7,,-13.3,,75,,22,,8,,,,,,,,-14,,NA
2016-01-05 23:00,2016,1,5,23:00,-9.4,,-12.6,,77,,25,,11,,,,,,,,-15,,NA
2016-01-06 0:00,2016,1,6,0:00,-8.9,,-12.1,,77,,34,,4,,,,,,,,-11,,NA
2016-01-06 1:00,2016,1,6,1:00,-8,,-12,,73,,26,,15,,,,,,,,-14,,NA
2016-01-06 2:00,2016,1,6,2:00,-8.3,,-11.8,,76,,25,,9,,,,,,,,-13,,NA
2016-01-06 3:00,2016,1,6,3:00,-7.9,,-11.3,,77,,24,,8,,,,,,,,-12,,NA
2016-01-06 4:00,2016,1,6,4:00,-6.1,,-9.4,,77,,23,,11,,,,,,,,-11,,NA
2016-01-06 5:00,2016,1,6,5:00,-5.2,,-8.5,,78,,25,,13,,,,,,,,-10,,NA
2016-01-06 6:00,2016,1,6,6:00,-4.7,,-7.9,,78,,25,,20,,,,,,,,-11,,NA
2016-01-06 7:00,2016,1,6,7:00,-4.6,,-8.2,,76,,25,,17,,,,,,,,-10,,NA
2016-01-06 8:00,2016,1,6,8:00,-4.4,,-8.3,,74,,25,,15,,,,,,,,-10,,NA
2016-01-06 9:00,2016,1,6,9:00,-3.8,,-7.3,,77,,25,,17,,,,,,,,-10,,NA
2016-01-06 10:00,2016,1,6,10:00,-2.4,,-6.9,,72,,26,,14,,,,,,,,-7,,NA
2016-01-06 11:00,2016,1,6,11:00,-0.8,,-8.2,,57,,27,,11,,,,,,,,-5,,NA
2016-01-06 12:00,2016,1,6,12:00,0.3,,-8.4,,52,,28,,12,,,,,,,,,,NA
2016-01-06 13:00,2016,1,6,13:00,1.9,,-12.3,,34,,28,,14,,,,,,,,,,NA
2016-01-06 14:00,2016,1,6,14:00,2.7,,-12.7,,31,,26,,19,,,,,,,,,,NA
2016-01-06 15:00,2016,1,6,15:00,3.1,,-12,,32,,25,,15,,,,,,,,,,NA
2016-01-06 16:00,2016,1,6,16:00,3.1,,-12,,32,,27,,10,,,,,,,,,,NA
2016-01-06 17:00,2016,1,6,17:00,1.8,,-12.6,,33,,27,,7,,,,,,,,,,NA
2016-01-06 18:00,2016,1,6,18:00,0.9,,-13,,35,,27,,6,,,,,,,,,,NA
2016-01-06 19:00,2016,1,6,19:00,0.1,,-12.6,,38,,27,,7,,,,,,,,,,NA
2016-01-06 20:00,2016,1,6,20:00,-0.5,,-11.9,,42,,28,,5,,,,,,,,-2,,NA
2016-01-06 21:00,2016,1,6,21:00,-1.1,,-9.8,,52,,25,,5,,,,,,,,-3,,NA
2016-01-06 22:00,2016,1,6,22:00,-1,,-8.2,,58,,25,,6,,,,,,,,-3,,NA
2016-01-06 23:00,2016,1,6,23:00,-1.1,,-6.8,,65,,24,,7,,,,,,,,-4,,NA
2016-01-07 0:00,2016,1,7,0:00,-1.4,,-6.1,,71,,24,,8,,,,,,,,-4,,NA
2016-01-07 1:00,2016,1,7,1:00,-1.5,,-5.5,,74,,23,,8,,,,,,,,-5,,NA
2016-01-07 2:00,2016,1,7,2:00,-1.5,,-4.7,,79,,23,,11,,,,,,,,-5,,NA
2016-01-07 3:00,2016,1,7,3:00,-2.3,,-4.6,,85,,23,,7,,,,,,,,-5,,NA
2016-01-07 4:00,2016,1,7,4:00,-2.6,,-4.5,,87,,24,,4,,,,,,,,-4,,NA
2016-01-07 5:00,2016,1,7,5:00,-3.1,,-5.1,,86,,15,,2,,,,,,,,-4,,NA
2016-01-07 6:00,2016,1,7,6:00,-3.8,,-5.3,,89,,20,,4,,,,,,,,-5,,NA
2016-01-07 7:00,2016,1,7,7:00,-3.5,,-6.3,,80,,0,,1,,,,,,,,-4,,NA
2016-01-07 8:00,2016,1,7,8:00,-2.9,,-6.4,,76,,28,,2,,,,,,,,-4,,NA
2016-01-07 9:00,2016,1,7,9:00,-1.8,,-7.9,,63,,26,,8,,,,,,,,-5,,NA
2016-01-07 10:00,2016,1,7,10:00,-0.2,,-8,,56,,27,,10,,,,,,,,-4,,NA
2016-01-07 11:00,2016,1,7,11:00,0.3,,-7.1,,58,,25,,14,,,,,,,,,,NA
2016-01-07 12:00,2016,1,7,12:00,1.4,,-6.6,,56,,28,,8,,,,,,,,,,NA
2016-01-07 13:00,2016,1,7,13:00,3,,-6.5,,50,,27,,7,,,,,,,,,,NA
2016-01-07 14:00,2016,1,7,14:00,4.3,,-5.9,,48,,34,,5,,,,,,,,,,NA
2016-01-07 15:00,2016,1,7,15:00,4.1,,-5.5,,49,,30,,9,,,,,,,,,,NA
2016-01-07 16:00,2016,1,7,16:00,3.6,,-5.4,,52,,31,,8,,,,,,,,,,NA
2016-01-07 17:00,2016,1,7,17:00,2,,-5.1,,59,,28,,4,,,,,,,,,,NA
2016-01-07 18:00,2016,1,7,18:00,1.1,,-4.8,,65,,31,,4,,,,,,,,,,NA
2016-01-07 19:00,2016,1,7,19:00,0.2,,-4.5,,71,,34,,6,,,,,,,,,,NA
2016-01-07 20:00,2016,1,7,20:00,-0.1,,-4.2,,74,,32,,9,,,,,,,,-3,,NA
2016-01-07 21:00,2016,1,7,21:00,-0.8,,-4.4,,77,,36,,5,,,,,,,,-2,,NA
2016-01-07 22:00,2016,1,7,22:00,-1.1,,-4.2,,79,,35,,6,,,,,,,,-3,,NA
2016-01-07 23:00,2016,1,7,23:00,-1.6,,-4.3,,82,,34,,5,,,,,,,,-3,,NA
2016-01-08 0:00,2016,1,8,0:00,-2,,-4.5,,83,,34,,4,,,,,,,,-3,,NA
2016-01-08 1:00,2016,1,8,1:00,-3.5,,-5.3,,87,,33,,3,,,,,,,,-5,,NA
2016-01-08 2:00,2016,1,8,2:00,-3.8,,-5.2,,90,,35,,3,,,,,,,,-5,,NA
2016-01-08 3:00,2016,1,8,3:00,-3.3,,-5.3,,86,,34,,5,,,,,,,,-5,,NA
2016-01-08 4:00,2016,1,8,4:00,-4,,-5.4,,90,,33,,5,,,,,,,,-6,,NA
2016-01-08 5:00,2016,1,8,5:00,-4.5,,-6,,89,,33,,5,,,,,,,,-7,,NA
2016-01-08 6:00,2016,1,8,6:00,-4.5,,-6,,90,,34,,3,,,,,,,,-6,,NA
2016-01-08 7:00,2016,1,8,7:00,-4.8,,-6.2,,90,,34,,5,,,,,,,,-7,,NA
2016-01-08 8:00,2016,1,8,8:00,-4.8,,-5.9,,92,,33,,7,,,,,,,,-8,,NA
2016-01-08 9:00,2016,1,8,9:00,-4.4,,-5.8,,90,,33,,4,,,,,,,,-6,,NA
2016-01-08 10:00,2016,1,8,10:00,-3.8,,-5.8,,86,,31,,6,,,,,,,,-6,,NA
2016-01-08 11:00,2016,1,8,11:00,-1.5,,-4.8,,78,,36,,6,,,,,,,,-4,,NA
2016-01-08 12:00,2016,1,8,12:00,-0.9,,-6.5,,66,,3,,12,,,,,,,,-5,,NA
2016-01-08 13:00,2016,1,8,13:00,-0.5,,-7.1,,61,,3,,10,,,,,,,,-4,,NA
2016-01-08 14:00,2016,1,8,14:00,-0.2,,-7.2,,59,,2,,10,,,,,,,,-4,,NA
2016-01-08 15:00,2016,1,8,15:00,-0.4,,-7,,61,,3,,10,,,,,,,,-4,,NA
2016-01-08 16:00,2016,1,8,16:00,-1.4,,-7.2,,65,,5,,10,,,,,,,,-5,,NA
2016-01-08 17:00,2016,1,8,17:00,-1.6,,-7,,67,,5,,12,,,,,,,,-6,,NA
2016-01-08 18:00,2016,1,8,18:00,-1.9,,-7,,68,,4,,12,,,,,,,,-6,,NA
2016-01-08 19:00,2016,1,8,19:00,-2.3,,-7.2,,69,,3,,10,,,,,,,,-6,,NA
2016-01-08 20:00,2016,1,8,20:00,-2.7,,-7.3,,71,,3,,9,,,,,,,,-6,,NA
2016-01-08 21:00,2016,1,8,21:00,-3,,-7.5,,71,,5,,15,,,,,,,,-8,,NA
2016-01-08 22:00,2016,1,8,22:00,-3.2,,-7.5,,72,,4,,11,,,,,,,,-7,,NA
2016-01-08 23:00,2016,1,8,23:00,-3.4,,-7.6,,73,,4,,12,,,,,,,,-8,,NA
2016-01-09 0:00,2016,1,9,0:00,-3.7,,-7.6,,74,,3,,7,,,,,,,,-7,,NA
2016-01-09 1:00,2016,1,9,1:00,-4,,-7.6,,76,,5,,11,,,,,,,,-8,,NA
2016-01-09 2:00,2016,1,9,2:00,-4.3,,-7.8,,76,,6,,11,,,,,,,,-9,,NA
2016-01-09 3:00,2016,1,9,3:00,-4.3,,-7.8,,77,,5,,11,,,,,,,,-9,,NA
2016-01-09 4:00,2016,1,9,4:00,-4.2,,-7.5,,78,,4,,5,,,,,,,,-6,,NA
2016-01-09 5:00,2016,1,9,5:00,-4.2,,-7.4,,78,,2,,8,,,,,,,,-8,,NA
2016-01-09 6:00,2016,1,9,6:00,-4.3,,-7.2,,80,,3,,6,,,,,,,,-7,,NA
2016-01-09 7:00,2016,1,9,7:00,-4.3,,-7.2,,80,,4,,9,,,,,,,,-8,,NA
2016-01-09 8:00,2016,1,9,8:00,-4.4,,-7.2,,81,,4,,10,,,,,,,,-9,,NA
2016-01-09 9:00,2016,1,9,9:00,-4.4,,-7.6,,78,,3,,12,,,,,,,,-9,,NA
2016-01-09 10:00,2016,1,9,10:00,-3.9,,-7.2,,78,,2,,6,,,,,,,,-7,,NA
2016-01-09 11:00,2016,1,9,11:00,-3.3,,-6.9,,76,,2,,8,,,,,,,,-7,,NA
2016-01-09 12:00,2016,1,9,12:00,-2.6,,-6.4,,76,,1,,7,,,,,,,,-5,,NA
2016-01-09 13:00,2016,1,9,13:00,-1.7,,-5.7,,74,,2,,5,,,,,,,,-4,,NA
2016-01-09 14:00,2016,1,9,14:00,-1.3,,-5.5,,73,,2,,7,,,,,,,,-4,,NA
2016-01-09 15:00,2016,1,9,15:00,-1,,-5,,74,,6,,8,,,,,,,,-4,,NA
2016-01-09 16:00,2016,1,9,16:00,-1,,-5,,75,,5,,7,,,,,,,,-4,,NA
2016-01-09 17:00,2016,1,9,17:00,-1.3,,-4.9,,76,,7,,9,,,,,,,,-5,,NA
2016-01-09 18:00,2016,1,9,18:00,-1.4,,-4.7,,78,,6,,12,,,,,,,,-5,,NA
2016-01-09 19:00,2016,1,9,19:00,-1.3,,-4.4,,79,,7,,11,,,,,,,,-5,,NA
2016-01-09 20:00,2016,1,9,20:00,-1.4,,-4.5,,80,,6,,10,,,,,,,,-5,,NA
2016-01-09 21:00,2016,1,9,21:00,-1.3,,-4.3,,80,,5,,7,,,,,,,,-4,,NA
2016-01-09 22:00,2016,1,9,22:00,-1.3,,-4.2,,81,,5,,7,,,,,,,,-4,,NA
2016-01-09 23:00,2016,1,9,23:00,-1.2,,-3.8,,82,,6,,9,,,,,,,,-4,,NA
2016-01-10 0:00,2016,1,10,0:00,-0.7,,-3.4,,82,,8,,5,,,,,,,,-2,,NA
2016-01-10 1:00,2016,1,10,1:00,-1.1,,-3.7,,82,,34,,2,,,,,,,,-2,,NA
2016-01-10 2:00,2016,1,10,2:00,-1.1,,-3.6,,83,,35,,2,,,,,,,,-2,,NA
2016-01-10 3:00,2016,1,10,3:00,-1.2,,-3.5,,84,,34,,3,,,,,,,,-2,,NA
2016-01-10 4:00,2016,1,10,4:00,-1.2,,-3.5,,84,,33,,4,,,,,,,,-3,,NA
2016-01-10 5:00,2016,1,10,5:00,-1.2,,-3.4,,85,,32,,3,,,,,,,,-2,,NA
2016-01-10 6:00,2016,1,10,6:00,-0.7,,-2.8,,86,,0,,1,,,,,,,,-1,,NA
2016-01-10 7:00,2016,1,10,7:00,1.1,,-0.8,,87,,7,,13,,,,,,,,,,NA
2016-01-10 8:00,2016,1,10,8:00,1.4,,-0.4,,88,,8,,12,,,,,,,,,,NA
2016-01-10 9:00,2016,1,10,9:00,1.9,,0.3,,89,,10,,8,,,,,,,,,,NA
2016-01-10 10:00,2016,1,10,10:00,3.1,,1.2,,87,,10,,16,,,,,,,,,,NA
2016-01-10 11:00,2016,1,10,11:00,3.5,,1.7,,88,,10,,17,,,,,,,,,,NA
2016-01-10 12:00,2016,1,10,12:00,3.8,,2.1,,89,,11,,17,,,,,,,,,,NA
2016-01-10 13:00,2016,1,10,13:00,4.5,,2.4,,86,,12,,15,,,,,,,,,,NA
2016-01-10 14:00,2016,1,10,14:00,4.2,,2.4,,88,,11,,17,,,,,,,,,,NA
2016-01-10 15:00,2016,1,10,15:00,4.1,,2.4,,89,,10,,17,,,,,,,,,,NA
2016-01-10 16:00,2016,1,10,16:00,4.1,,2.5,,89,,11,,16,,,,,,,,,,NA
2016-01-10 17:00,2016,1,10,17:00,4.1,,2.4,,89,,10,,23,,,,,,,,,,NA
2016-01-10 18:00,2016,1,10,18:00,3.9,,2.8,,92,,10,,25,,,,,,,,,,NA
2016-01-10 19:00,2016,1,10,19:00,3.8,,2.9,,94,,10,,26,,,,,,,,,,NA
2016-01-10 20:00,2016,1,10,20:00,4,,3.1,,94,,10,,27,,,,,,,,,,NA
2016-01-10 21:00,2016,1,10,21:00,4.8,,3.7,,92,,10,,28,,,,,,,,,,NA
2016-01-10 22:00,2016,1,10,22:00,5.5,,4.3,,92,,10,,26,,,,,,,,,,NA
2016-01-10 23:00,2016,1,10,23:00,6.3,,4.8,,90,,11,,26,,,,,,,,,,NA
2016-01-11 0:00,2016,1,11,0:00,7.3,,5,,85,,11,,32,,,,,,,,,,NA
2016-01-11 1:00,2016,1,11,1:00,7.3,,5.5,,88,,12,,29,,,,,,,,,,NA
2016-01-11 2:00,2016,1,11,2:00,7.3,,6,,92,,12,,26,,,,,,,,,,NA
2016-01-11 3:00,2016,1,11,3:00,7.5,,6.4,,93,,12,,27,,,,,,,,,,NA
